anno_inizio,ordine_scuola,comune,pro_com_t,alunni,alunni_paritaria,quota_paritaria
2022,SCUOLA PRIMARIA,MONCHIO DELLE CORTI,034022,20,0,0
2022,SCUOLA PRIMARIA,PALANZANO,034026,29,0,0
2022,SCUOLA SECONDARIA I GRADO,COLORNO,034010,263,0,0
2022,SCUOLA SECONDARIA I GRADO,SALA BAGANZA,034031,145,0,0
2022,SCUOLA PRIMARIA,SAN SECONDO PARMENSE,034033,263,0,0
2022,SCUOLA SECONDARIA I GRADO,MONTECHIARUGOLO,034023,327,0,0
2022,SCUOLA SECONDARIA I GRADO,BERCETO,034004,25,0,0
2022,SCUOLA SECONDARIA I GRADO,COLLECCHIO,034009,458,0,0
2022,SCUOLA SECONDARIA I GRADO,CALESTANO,034008,62,0,0
2022,SCUOLA SECONDARIA I GRADO,NOCETO,034025,412,0,0
2022,SCUOLA PRIMARIA,BUSSETO,034007,258,0,0
2022,SCUOLA PRIMARIA,MEDESANO,034020,488,0,0
2022,SCUOLA SECONDARIA I GRADO,FELINO,034013,280,0,0
2022,SCUOLA SECONDARIA I GRADO,SOLIGNANO,034035,41,0,0
2022,SCUOLA SECONDARIA I GRADO,POLESINE ZIBELLO,034050,53,0,0
2022,SCUOLA SECONDARIA I GRADO,PALANZANO,034026,18,0,0
2022,SCUOLA PRIMARIA,NOCETO,034025,710,0,0
2022,SCUOLA SECONDARIA I GRADO,ROCCABIANCA,034030,77,0,0
2022,SCUOLA SECONDARIA II GRADO,BORGO VAL DI TARO,034006,321,0,0
2022,SCUOLA SECONDARIA II GRADO,BEDONIA,034003,237,0,0
2022,SCUOLA SECONDARIA I GRADO,SISSA TRECASALI,034049,223,0,0
2022,SCUOLA SECONDARIA I GRADO,SORAGNA,034036,125,0,0
2022,SCUOLA PRIMARIA,FONTANELLATO,034015,304,0,0
2022,SCUOLA PRIMARIA,FONTEVIVO,034016,289,0,0
2022,SCUOLA SECONDARIA I GRADO,LESIGNANO DE' BAGNI,034019,153,0,0
2022,SCUOLA PRIMARIA,NEVIANO DEGLI ARDUINI,034024,120,0,0
2022,SCUOLA PRIMARIA,LESIGNANO DE' BAGNI,034019,196,0,0
2022,SCUOLA SECONDARIA I GRADO,TIZZANO VAL PARMA,034039,52,0,0
2022,SCUOLA PRIMARIA,ALBARETO,034001,67,0,0
2022,SCUOLA SECONDARIA I GRADO,TRAVERSETOLO,034042,263,0,0
2022,SCUOLA SECONDARIA I GRADO,CORNIGLIO,034012,34,0,0
2022,SCUOLA SECONDARIA I GRADO,SORBOLO MEZZANI,034051,416,0,0
2022,SCUOLA SECONDARIA I GRADO,NEVIANO DEGLI ARDUINI,034024,74,0,0
2022,SCUOLA SECONDARIA I GRADO,SAN SECONDO PARMENSE,034033,186,0,0
2022,SCUOLA PRIMARIA,SORBOLO MEZZANI,034051,581,0,0
2022,SCUOLA PRIMARIA,CORNIGLIO,034012,45,0,0
2022,SCUOLA SECONDARIA I GRADO,TORRILE,034041,261,0,0
2022,SCUOLA SECONDARIA I GRADO,TORNOLO,034040,10,0,0
2022,SCUOLA PRIMARIA,TRAVERSETOLO,034042,373,0,0
2022,SCUOLA PRIMARIA,PELLEGRINO PARMENSE,034028,28,0,0
2022,SCUOLA SECONDARIA I GRADO,MONCHIO DELLE CORTI,034022,5,0,0
2022,SCUOLA SECONDARIA I GRADO,ALBARETO,034001,57,0,0
2023,SCUOLA PRIMARIA,MEDESANO,034020,462,0,0
2023,SCUOLA SECONDARIA II GRADO,FIDENZA,034014,2328,0,0
2023,SCUOLA PRIMARIA,COLLECCHIO,034009,764,0,0
2023,SCUOLA PRIMARIA,BUSSETO,034007,276,0,0
2023,SCUOLA SECONDARIA I GRADO,SORBOLO MEZZANI,034051,401,0,0
2023,SCUOLA SECONDARIA II GRADO,FORNOVO DI TARO,034017,727,0,0
2023,SCUOLA PRIMARIA,FONTEVIVO,034016,284,0,0
2023,SCUOLA PRIMARIA,LANGHIRANO,034018,457,0,0
2023,SCUOLA PRIMARIA,LESIGNANO DE' BAGNI,034019,190,0,0
2023,SCUOLA PRIMARIA,SORBOLO MEZZANI,034051,574,0,0
2023,SCUOLA SECONDARIA II GRADO,LANGHIRANO,034018,306,0,0
2023,SCUOLA PRIMARIA,CORNIGLIO,034012,41,0,0
2023,SCUOLA SECONDARIA I GRADO,NEVIANO DEGLI ARDUINI,034024,80,0,0
2023,SCUOLA SECONDARIA I GRADO,FELINO,034013,272,0,0
2023,SCUOLA SECONDARIA I GRADO,LESIGNANO DE' BAGNI,034019,140,0,0
2023,SCUOLA PRIMARIA,FORNOVO DI TARO,034017,224,0,0
2023,SCUOLA PRIMARIA,NEVIANO DEGLI ARDUINI,034024,109,0,0
2023,SCUOLA SECONDARIA I GRADO,POLESINE ZIBELLO,034050,61,0,0
2023,SCUOLA PRIMARIA,TIZZANO VAL PARMA,034039,93,0,0
2023,SCUOLA PRIMARIA,VARSI,034046,27,0,0
2023,SCUOLA SECONDARIA II GRADO,SAN SECONDO PARMENSE,034033,613,0,0
2023,SCUOLA PRIMARIA,BARDI,034002,51,0,0
2023,SCUOLA SECONDARIA I GRADO,SALA BAGANZA,034031,147,0,0
2023,SCUOLA SECONDARIA I GRADO,CALESTANO,034008,73,0,0
2023,SCUOLA PRIMARIA,PELLEGRINO PARMENSE,034028,27,0,0
2023,SCUOLA PRIMARIA,PALANZANO,034026,24,0,0
2023,SCUOLA PRIMARIA,VARANO DE' MELEGARI,034045,125,0,0
2023,SCUOLA SECONDARIA II GRADO,BORGO VAL DI TARO,034006,344,0,0
2023,SCUOLA SECONDARIA I GRADO,COLLECCHIO,034009,458,0,0
2023,SCUOLA PRIMARIA,MONCHIO DELLE CORTI,034022,16,0,0
2023,SCUOLA PRIMARIA,SOLIGNANO,034035,39,0,0
2023,SCUOLA PRIMARIA,BEDONIA,034003,99,0,0
2023,SCUOLA PRIMARIA,MONTECHIARUGOLO,034023,533,0,0
2023,SCUOLA PRIMARIA,TERENZO,034038,30,0,0
2023,SCUOLA PRIMARIA,SISSA TRECASALI,034049,324,0,0
2023,SCUOLA PRIMARIA,COMPIANO,034011,35,0,0
2023,SCUOLA PRIMARIA,BORGO VAL DI TARO,034006,225,0,0
2023,SCUOLA PRIMARIA,SAN SECONDO PARMENSE,034033,277,0,0
2023,SCUOLA PRIMARIA,BERCETO,034004,44,0,0
2023,SCUOLA PRIMARIA,TORRILE,034041,423,0,0
2023,SCUOLA PRIMARIA,TORNOLO,034040,9,0,0
2023,SCUOLA SECONDARIA I GRADO,NOCETO,034025,409,0,0
2023,SCUOLA SECONDARIA I GRADO,LANGHIRANO,034018,303,0,0
2023,SCUOLA SECONDARIA I GRADO,MEDESANO,034020,261,0,0
2023,SCUOLA PRIMARIA,ROCCABIANCA,034030,110,0,0
2023,SCUOLA SECONDARIA I GRADO,FORNOVO DI TARO,034017,205,0,0
2023,SCUOLA SECONDARIA I GRADO,VARSI,034046,26,0,0
2023,SCUOLA SECONDARIA I GRADO,SAN SECONDO PARMENSE,034033,187,0,0
2023,SCUOLA SECONDARIA I GRADO,BARDI,034002,41,0,0
2023,SCUOLA SECONDARIA I GRADO,SISSA TRECASALI,034049,220,0,0
2023,SCUOLA SECONDARIA I GRADO,TIZZANO VAL PARMA,034039,52,0,0
2023,SCUOLA PRIMARIA,SORAGNA,034036,239,0,0
2023,SCUOLA PRIMARIA,COLORNO,034010,395,0,0
2023,SCUOLA PRIMARIA,TRAVERSETOLO,034042,384,0,0
2023,SCUOLA SECONDARIA I GRADO,ROCCABIANCA,034030,79,0,0
2023,SCUOLA SECONDARIA I GRADO,CORNIGLIO,034012,29,0,0
2023,SCUOLA SECONDARIA I GRADO,SOLIGNANO,034035,35,0,0
2023,SCUOLA SECONDARIA I GRADO,BORGO VAL DI TARO,034006,187,0,0
2023,SCUOLA SECONDARIA I GRADO,PELLEGRINO PARMENSE,034028,25,0,0
2023,SCUOLA SECONDARIA I GRADO,COLORNO,034010,262,0,0
2023,SCUOLA SECONDARIA I GRADO,VARANO DE' MELEGARI,034045,101,0,0
2023,SCUOLA SECONDARIA I GRADO,BEDONIA,034003,112,0,0
2023,SCUOLA PRIMARIA,POLESINE ZIBELLO,034050,100,0,0
2023,SCUOLA SECONDARIA I GRADO,BERCETO,034004,31,0,0
2023,SCUOLA SECONDARIA I GRADO,MONTECHIARUGOLO,034023,325,0,0
2023,SCUOLA SECONDARIA I GRADO,PALANZANO,034026,17,0,0
2023,SCUOLA PRIMARIA,ALBARETO,034001,70,0,0
2023,SCUOLA PRIMARIA,FELINO,034013,377,0,0
2023,SCUOLA SECONDARIA II GRADO,BEDONIA,034003,236,0,0
2023,SCUOLA SECONDARIA I GRADO,MONCHIO DELLE CORTI,034022,7,0,0
2023,SCUOLA SECONDARIA I GRADO,FONTANELLATO,034015,175,0,0
2023,SCUOLA PRIMARIA,NOCETO,034025,709,0,0
2023,SCUOLA SECONDARIA I GRADO,TRAVERSETOLO,034042,255,0,0
2023,SCUOLA SECONDARIA I GRADO,SORAGNA,034036,129,0,0
2023,SCUOLA PRIMARIA,SALA BAGANZA,034031,229,0,0
2023,SCUOLA SECONDARIA I GRADO,TORRILE,034041,267,0,0
2023,SCUOLA SECONDARIA I GRADO,ALBARETO,034001,39,0,0
2023,SCUOLA PRIMARIA,FONTANELLATO,034015,290,0,0
2023,SCUOLA SECONDARIA I GRADO,FONTEVIVO,034016,142,0,0
2023,SCUOLA PRIMARIA,CALESTANO,034008,90,0,0
2024,SCUOLA SECONDARIA I GRADO,SISSA TRECASALI,034049,220,0,0
2024,SCUOLA SECONDARIA II GRADO,BORGO VAL DI TARO,034006,379,0,0
2024,SCUOLA PRIMARIA,TORRILE,034041,396,0,0
2024,SCUOLA SECONDARIA II GRADO,FIDENZA,034014,2485,0,0
2024,SCUOLA SECONDARIA II GRADO,BEDONIA,034003,216,0,0
2024,SCUOLA PRIMARIA,TIZZANO VAL PARMA,034039,99,0,0
2024,SCUOLA PRIMARIA,FONTEVIVO,034016,258,0,0
2024,SCUOLA SECONDARIA II GRADO,SAN SECONDO PARMENSE,034033,632,0,0
2024,SCUOLA SECONDARIA I GRADO,COLLECCHIO,034009,435,0,0
2024,SCUOLA PRIMARIA,MEDESANO,034020,448,0,0
2024,SCUOLA PRIMARIA,CORNIGLIO,034012,42,0,0
2024,SCUOLA SECONDARIA I GRADO,LANGHIRANO,034018,284,0,0
2024,SCUOLA SECONDARIA II GRADO,FORNOVO DI TARO,034017,675,0,0
2024,SCUOLA SECONDARIA I GRADO,SORBOLO MEZZANI,034051,366,0,0
2024,SCUOLA PRIMARIA,COLLECCHIO,034009,745,0,0
2024,SCUOLA SECONDARIA I GRADO,CALESTANO,034008,53,0,0
2024,SCUOLA SECONDARIA I GRADO,LESIGNANO DE' BAGNI,034019,140,0,0
2024,SCUOLA SECONDARIA I GRADO,NEVIANO DEGLI ARDUINI,034024,68,0,0
2024,SCUOLA PRIMARIA,SISSA TRECASALI,034049,320,0,0
2024,SCUOLA SECONDARIA I GRADO,FORNOVO DI TARO,034017,194,0,0
2024,SCUOLA PRIMARIA,SAN SECONDO PARMENSE,034033,287,0,0
2024,SCUOLA SECONDARIA I GRADO,BORGO VAL DI TARO,034006,183,0,0
2024,SCUOLA PRIMARIA,ROCCABIANCA,034030,110,0,0
2024,SCUOLA SECONDARIA I GRADO,SALA BAGANZA,034031,153,0,0
2024,SCUOLA SECONDARIA I GRADO,CORNIGLIO,034012,23,0,0
2024,SCUOLA SECONDARIA I GRADO,SOLIGNANO,034035,32,0,0
2024,SCUOLA PRIMARIA,NOCETO,034025,680,0,0
2024,SCUOLA PRIMARIA,SORAGNA,034036,224,0,0
2024,SCUOLA SECONDARIA I GRADO,PELLEGRINO PARMENSE,034028,24,0,0
2024,SCUOLA SECONDARIA I GRADO,BERCETO,034004,29,0,0
2024,SCUOLA PRIMARIA,SALA BAGANZA,034031,234,0,0
2024,SCUOLA PRIMARIA,SOLIGNANO,034035,44,0,0
2024,SCUOLA PRIMARIA,FORNOVO DI TARO,034017,222,0,0
2024,SCUOLA PRIMARIA,FELINO,034013,379,0,0
2024,SCUOLA SECONDARIA I GRADO,FONTEVIVO,034016,149,0,0
2024,SCUOLA PRIMARIA,CALESTANO,034008,105,0,0
2024,SCUOLA SECONDARIA I GRADO,FONTANELLATO,034015,174,0,0
2024,SCUOLA SECONDARIA I GRADO,TIZZANO VAL PARMA,034039,52,0,0
2024,SCUOLA SECONDARIA I GRADO,PALANZANO,034026,24,0,0
2024,SCUOLA SECONDARIA I GRADO,POLESINE ZIBELLO,034050,61,0,0
2024,SCUOLA SECONDARIA I GRADO,ALBARETO,034001,39,0,0
2024,SCUOLA SECONDARIA II GRADO,LANGHIRANO,034018,300,0,0
2024,SCUOLA SECONDARIA I GRADO,MEDESANO,034020,259,0,0
2024,SCUOLA SECONDARIA I GRADO,NOCETO,034025,445,0,0
2024,SCUOLA PRIMARIA,BORGO VAL DI TARO,034006,214,0,0
2024,SCUOLA SECONDARIA I GRADO,FELINO,034013,261,0,0
2024,SCUOLA SECONDARIA I GRADO,BARDI,034002,37,0,0
2024,SCUOLA PRIMARIA,COMPIANO,034011,28,0,0
2024,SCUOLA PRIMARIA,LANGHIRANO,034018,484,0,0
2024,SCUOLA PRIMARIA,NEVIANO DEGLI ARDUINI,034024,95,0,0
2024,SCUOLA SECONDARIA I GRADO,VARANO DE' MELEGARI,034045,88,0,0
2024,SCUOLA PRIMARIA,BEDONIA,034003,106,0,0
2024,SCUOLA PRIMARIA,MONTECHIARUGOLO,034023,500,0,0
2024,SCUOLA PRIMARIA,FONTANELLATO,034015,278,0,0
2024,SCUOLA PRIMARIA,TERENZO,034038,27,0,0
2024,SCUOLA PRIMARIA,COLORNO,034010,390,0,0
2024,SCUOLA SECONDARIA I GRADO,VARSI,034046,22,0,0
2024,SCUOLA SECONDARIA I GRADO,SAN SECONDO PARMENSE,034033,185,0,0
2024,SCUOLA PRIMARIA,ALBARETO,034001,66,0,0
2024,SCUOLA PRIMARIA,SORBOLO MEZZANI,034051,550,0,0
2024,SCUOLA PRIMARIA,BERCETO,034004,49,0,0
2024,SCUOLA SECONDARIA I GRADO,ROCCABIANCA,034030,85,0,0
2024,SCUOLA SECONDARIA I GRADO,TRAVERSETOLO,034042,246,0,0
2024,SCUOLA SECONDARIA I GRADO,SORAGNA,034036,133,0,0
2024,SCUOLA PRIMARIA,LESIGNANO DE' BAGNI,034019,206,0,0
2024,SCUOLA SECONDARIA I GRADO,TORRILE,034041,278,0,0
2024,SCUOLA PRIMARIA,BUSSETO,034007,269,0,0
2024,SCUOLA PRIMARIA,PELLEGRINO PARMENSE,034028,21,0,0
2024,SCUOLA PRIMARIA,VARSI,034046,34,0,0
2024,SCUOLA PRIMARIA,BARDI,034002,52,0,0
2024,SCUOLA PRIMARIA,POLESINE ZIBELLO,034050,104,0,0
2024,SCUOLA PRIMARIA,VARANO DE' MELEGARI,034045,125,0,0
2024,SCUOLA PRIMARIA,TRAVERSETOLO,034042,395,0,0
2024,SCUOLA SECONDARIA I GRADO,MONCHIO DELLE CORTI,034022,11,0,0
2024,SCUOLA SECONDARIA I GRADO,COLORNO,034010,263,0,0
2024,SCUOLA SECONDARIA I GRADO,MONTECHIARUGOLO,034023,312,0,0
2024,SCUOLA SECONDARIA I GRADO,BEDONIA,034003,108,0,0
2024,SCUOLA PRIMARIA,PALANZANO,034026,28,0,0
2024,SCUOLA PRIMARIA,MONCHIO DELLE CORTI,034022,13,0,0
2024,SCUOLA PRIMARIA,TORNOLO,034040,10,0,0
