"indicatore","territorio","anno","valore"
"Indice di dipendenza strutturale","Ferrara",2014,61.5
"Indice di dipendenza strutturale","Ferrara",2015,62.3
"Indice di dipendenza strutturale","Ferrara",2016,62.9
"Indice di dipendenza strutturale","Ferrara",2017,63.4
"Indice di dipendenza strutturale","Ferrara",2018,63.4
"Indice di dipendenza strutturale","Ferrara",2019,63.7
"Indice di dipendenza strutturale","Ferrara",2020,64.05
"Indice di dipendenza strutturale","Ferrara",2021,64.0163
"Indice di dipendenza strutturale","Ferrara",2022,64.3761
"Indice di dipendenza strutturale","Ferrara",2023,64.4797
"Indice di dipendenza strutturale","Ferrara",2024,64.4
"Indice di dipendenza strutturale","Ferrara",2025,64.6
"Indice di dipendenza strutturale","Ferrara",2026,64.6
"Indice di dipendenza strutturale","Ravenna",2002,53.5
"Indice di dipendenza strutturale","Ravenna",2003,54.6
"Indice di dipendenza strutturale","Ravenna",2004,55.4
"Indice di dipendenza strutturale","Ravenna",2005,56.5
"Indice di dipendenza strutturale","Ravenna",2006,57.4
"Indice di dipendenza strutturale","Ravenna",2007,57.9
"Indice di dipendenza strutturale","Ravenna",2008,57.9
"Indice di dipendenza strutturale","Ravenna",2009,57.9
"Indice di dipendenza strutturale","Ravenna",2010,58.2
"Indice di dipendenza strutturale","Ravenna",2011,58.3
"Indice di dipendenza strutturale","Ravenna",2012,59.1
"Indice di dipendenza strutturale","Ravenna",2013,59.7
"Indice di dipendenza strutturale","Ravenna",2014,60.5
"Indice di dipendenza strutturale","Ravenna",2015,61.3
"Indice di dipendenza strutturale","Ravenna",2016,61.5
"Indice di dipendenza strutturale","Ravenna",2017,61.4
"Indice di dipendenza strutturale","Ravenna",2018,61.3
"Indice di dipendenza strutturale","Ravenna",2019,61.4
"Indice di dipendenza strutturale","Ravenna",2020,61.34
"Indice di dipendenza strutturale","Ravenna",2021,61.1254
"Indice di dipendenza strutturale","Ravenna",2022,60.9149
"Indice di dipendenza strutturale","Ravenna",2023,60.6619
"Indice di dipendenza strutturale","Ravenna",2024,60.3
"Indice di dipendenza strutturale","Ravenna",2025,60.3
"Indice di dipendenza strutturale","Ravenna",2026,60.1
"Indice di dipendenza strutturale","Forli'",2002,50
"Indice di dipendenza strutturale","Forli'",2003,50.9
"Indice di dipendenza strutturale","Forli'",2004,51.7
"Indice di dipendenza strutturale","Forli'",2005,52.6
"Indice di dipendenza strutturale","Forli'",2006,53.5
"Indice di dipendenza strutturale","Forli'",2007,54.3
"Indice di dipendenza strutturale","Forli'",2008,54.7
"Indice di dipendenza strutturale","Forli'",2009,55.1
"Indice di dipendenza strutturale","Forli'",2010,55.4
"Indice di dipendenza strutturale","Forli'",2011,55.8
"Indice di dipendenza strutturale","Forli'",2012,56.7
"Indice di dipendenza strutturale","Forli'",2013,57.5
"Indice di dipendenza strutturale","Forli'",2014,58.2
"Indice di dipendenza strutturale","Forli'",2015,59.1
"Indice di dipendenza strutturale","Forli'",2016,59.6
"Indice di dipendenza strutturale","Forli'",2017,60.1
"Indice di dipendenza strutturale","Forli'",2018,60.1
"Indice di dipendenza strutturale","Forli'",2019,60
"Indice di dipendenza strutturale","Forli'",2020,59.93
"Indice di dipendenza strutturale","Forli'",2021,59.8354
"Indice di dipendenza strutturale","Forli'",2022,59.7121
"Indice di dipendenza strutturale","Forli'",2023,59.5548
"Indice di dipendenza strutturale","Forli'",2024,59.5
"Indice di dipendenza strutturale","Forli'",2025,59.5
"Indice di dipendenza strutturale","Forli'",2026,59.5
"Indice di dipendenza strutturale","Rimini",2002,48.2
"Indice di dipendenza strutturale","Rimini",2003,49.3
"Indice di dipendenza strutturale","Rimini",2004,50.1
"Indice di dipendenza strutturale","Rimini",2005,51.1
"Indice di dipendenza strutturale","Rimini",2006,52
"Indice di dipendenza strutturale","Rimini",2007,52.3
"Indice di dipendenza strutturale","Rimini",2008,52.4
"Indice di dipendenza strutturale","Rimini",2009,52.8
"Indice di dipendenza strutturale","Rimini",2010,53.2
"Indice di dipendenza strutturale","Rimini",2011,53.4
"Indice di dipendenza strutturale","Rimini",2012,54.2
"Indice di dipendenza strutturale","Rimini",2013,54.9
"Indice di dipendenza strutturale","Rimini",2014,55.6
"Indice di dipendenza strutturale","Rimini",2015,56.2
"Indice di dipendenza strutturale","Rimini",2016,56.6
"Indice di dipendenza strutturale","Rimini",2017,56.8
"Indice di dipendenza strutturale","Rimini",2018,56.8
"Indice di dipendenza strutturale","Rimini",2019,56.7
"Indice di dipendenza strutturale","Rimini",2020,56.91
"Indice di dipendenza strutturale","Rimini",2021,56.6924
"Indice di dipendenza strutturale","Rimini",2022,56.9349
"Indice di dipendenza strutturale","Rimini",2023,56.879
"Indice di dipendenza strutturale","Rimini",2024,56.9
"Indice di dipendenza strutturale","Rimini",2025,57.1
"Indice di dipendenza strutturale","Rimini",2026,57.2
"Indice di dipendenza strutturale","Emilia-Romagna",2002,51.7
"Indice di dipendenza strutturale","Emilia-Romagna",2003,52.6
"Indice di dipendenza strutturale","Emilia-Romagna",2004,53.1
"Indice di dipendenza strutturale","Emilia-Romagna",2005,53.9
"Indice di dipendenza strutturale","Emilia-Romagna",2006,54.8
"Indice di dipendenza strutturale","Emilia-Romagna",2007,55.4
"Indice di dipendenza strutturale","Emilia-Romagna",2008,55.7
"Indice di dipendenza strutturale","Emilia-Romagna",2009,55.8
"Indice di dipendenza strutturale","Emilia-Romagna",2010,56.1
"Indice di dipendenza strutturale","Emilia-Romagna",2011,56.1
"Indice di dipendenza strutturale","Emilia-Romagna",2012,57.1
"Indice di dipendenza strutturale","Emilia-Romagna",2013,57.8
"Indice di dipendenza strutturale","Emilia-Romagna",2014,58.4
"Indice di dipendenza strutturale","Emilia-Romagna",2015,59
"Indice di dipendenza strutturale","Emilia-Romagna",2016,59.2
"Indice di dipendenza strutturale","Emilia-Romagna",2017,59.3
"Indice di dipendenza strutturale","Emilia-Romagna",2018,59.1
"Indice di dipendenza strutturale","Emilia-Romagna",2019,59
"Indice di dipendenza strutturale","Emilia-Romagna",2020,58.92
"Indice di dipendenza strutturale","Emilia-Romagna",2021,58.5357
"Indice di dipendenza strutturale","Emilia-Romagna",2022,58.5992
"Indice di dipendenza strutturale","Emilia-Romagna",2023,58.302
"Indice di dipendenza strutturale","Emilia-Romagna",2024,58.1
"Indice di dipendenza strutturale","Emilia-Romagna",2025,58
"Indice di dipendenza strutturale","Emilia-Romagna",2026,58.1
"Indice di dipendenza strutturale","ITALIA",2002,49.1
"Indice di dipendenza strutturale","ITALIA",2003,49.7
"Indice di dipendenza strutturale","ITALIA",2004,50
"Indice di dipendenza strutturale","ITALIA",2005,50.7
"Indice di dipendenza strutturale","ITALIA",2006,51.4
"Indice di dipendenza strutturale","ITALIA",2007,51.9
"Indice di dipendenza strutturale","ITALIA",2008,52.1
"Indice di dipendenza strutturale","ITALIA",2009,52.3
"Indice di dipendenza strutturale","ITALIA",2010,52.6
"Indice di dipendenza strutturale","ITALIA",2011,52.7
"Indice di dipendenza strutturale","ITALIA",2012,53.5
"Indice di dipendenza strutturale","ITALIA",2013,54.2
"Indice di dipendenza strutturale","ITALIA",2014,54.8
"Indice di dipendenza strutturale","ITALIA",2015,55.4
"Indice di dipendenza strutturale","ITALIA",2016,55.8
"Indice di dipendenza strutturale","ITALIA",2017,56.1
"Indice di dipendenza strutturale","ITALIA",2018,56.2
"Indice di dipendenza strutturale","ITALIA",2019,56.4
"Indice di dipendenza strutturale","ITALIA",2020,56.73
"Indice di dipendenza strutturale","ITALIA",2021,57.2999
"Indice di dipendenza strutturale","ITALIA",2022,57.4602
"Indice di dipendenza strutturale","ITALIA",2023,57.4442
"Indice di dipendenza strutturale","ITALIA",2024,57.6
"Indice di dipendenza strutturale","ITALIA",2025,57.8
"Indice di dipendenza strutturale","ITALIA",2026,58.1
