cod_indicatore,indicatore_breve,indicatore,territorio,livello,sesso,anno,valore,poco_signif,unita_misura,fonte
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2013,34.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2014,34.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2015,34.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2016,40,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2017,38.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2018,40.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2019,42,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2020,43.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2021,44.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2022,44.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2023,44.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2024,45,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2025,46.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2010,44.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2011,46.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2012,36,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2013,35.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2014,36,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2015,35.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2016,42.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2017,40.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2018,42.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2019,44.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2020,45.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2021,47.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2022,47.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2023,48.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2024,47.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Maschi,2025,48.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2010,43.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2011,45.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2012,35.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2013,35,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2014,35.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2015,35.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2016,41,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2017,39.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2018,41.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2019,43.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2020,44.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2021,46,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2022,46.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2023,46.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2024,46.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Totale,2025,47.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2010,48.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2011,48.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2012,41.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2013,39.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2014,41.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2015,41.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2016,45.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2017,44.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2018,46.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2019,43.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2020,48.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2021,48.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2022,47.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2023,47.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2024,47.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Femmine,2025,48.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2010,48.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2011,49.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2012,40.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2013,40.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2014,42.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2015,42.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2016,47,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2017,46.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2018,49.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2019,48.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2020,50.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2021,50.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2022,50.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2023,50,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2024,50.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Maschi,2025,50.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2010,48.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2011,48.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2012,41,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2013,40.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2014,41.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2015,42,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2016,46,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2017,45.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2018,47.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2019,45.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2020,49.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2021,49.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2022,49.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2023,48.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2024,48.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Nord-est,ripartizione,Totale,2025,49.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
