indicatore,domanda,tavola,anno,sesso,variabile,categoria,risposta,percentuale
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-ovest,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-est,"Sì, su un social network",22.442902393101317
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-est,"Sì, su più social network",58.792067959099285
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-est,No,18.76492928287253
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-est,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Centro,"Sì, su un social network",21.637879195678423
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Centro,"Sì, su più social network",63.27493794092957
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Centro,No,15.087182863392002
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Centro,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Sud,"Sì, su un social network",23.149975890233616
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Sud,"Sì, su più social network",66.08926445908281
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Sud,No,10.760759650683577
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Sud,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Isole,"Sì, su un social network",21.041314257862897
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Isole,"Sì, su più social network",65.69569081682388
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Isole,No,13.262994925313226
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Isole,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,totale,Totale,"Sì, su un social network",22.888882868382392
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,totale,Totale,"Sì, su più social network",61.960023100553485
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,totale,Totale,No,15.15107454021576
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,totale,Totale,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,eta,11-13 anni,Sì,30.09315267360271
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,eta,11-13 anni,No,69.9068473263973
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,eta,11-13 anni,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,eta,14-19 anni,Sì,56.139133322264655
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,eta,14-19 anni,No,43.86086667773535
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,eta,14-19 anni,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Nord-ovest,Sì,47.26120319912627
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Nord-ovest,No,52.738796800873736
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Nord-ovest,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Nord-est,Sì,45.76506898139066
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Nord-est,No,54.23473678690257
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Nord-est,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Centro,Sì,45.19715964493622
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Centro,No,54.802840355063765
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Centro,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Sud,Sì,50.87967386457736
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Sud,No,49.12032613542264
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Sud,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Isole,Sì,51.179987577251794
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Isole,No,48.820012422748206
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,ripartizione,Isole,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,totale,Totale,Sì,47.85234749906888
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,totale,Totale,No,52.14761476555198
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Maschi,totale,Totale,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,eta,11-13 anni,Sì,22.75183555821414
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,eta,11-13 anni,No,77.24816444178586
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,eta,11-13 anni,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,eta,14-19 anni,Sì,53.552496506590835
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,eta,14-19 anni,No,46.44756272883386
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,eta,14-19 anni,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Nord-ovest,Sì,40.644839788233355
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Nord-ovest,No,59.355160211766645
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Nord-ovest,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Nord-est,Sì,42.313323572474374
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Nord-est,No,57.68667642752562
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Nord-est,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Centro,Sì,42.72737235861795
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Centro,No,57.272420859344784
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Centro,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Sud,Sì,46.97831143777709
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Sud,No,53.02168856222291
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Sud,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Isole,Sì,48.309082083717755
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Isole,No,51.690917916282245
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,ripartizione,Isole,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,totale,Totale,Sì,43.713410804399935
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,totale,Totale,No,56.286548882480005
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Femmine,totale,Totale,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,eta,11-13 anni,Sì,26.53634837306959
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,eta,11-13 anni,No,73.4636516269304
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,eta,11-13 anni,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,eta,14-19 anni,Sì,54.8897307071655
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,eta,14-19 anni,No,45.110269292834495
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,eta,14-19 anni,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Nord-ovest,Sì,44.06735398728101
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Nord-ovest,No,55.93264601271899
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Nord-ovest,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Nord-est,Sì,44.09703682589897
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Nord-est,No,55.902963174101025
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Nord-est,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Centro,Sì,44.00215718429418
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Centro,No,55.99784281570582
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Centro,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Sud,Sì,48.990798858831774
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Sud,No,51.00920114116823
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Sud,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Isole,Sì,49.79160096333037
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Isole,No,50.208399036669626
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,ripartizione,Isole,Totale,100
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,totale,Totale,Sì,45.851246235099005
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,totale,Totale,No,54.148753764900995
nuove_amicizie_online,Uso di internet per fare nuove amicizie (tra chi usa internet),11_a,2023,Totale,totale,Totale,Totale,100
